OPEN-CLOSE,0PEN-EXCLOSE,HIGH-LOW,CLOSE-LOW,PRE-V,Y
-0.00598902,0,0.004201681,-0.013456617,0,1
0.019949707,-0.00167364,0.047160069,-0.000739098,0.555075411,0
0.003642083,-0.007149901,0.006224066,-0.010204082,-0.465082592,0
0.018518519,0.002061856,0.023319276,-0.003462715,0.513580268,1
-0.009669621,0.002828283,0.003265306,-0.014276548,-0.32888628,1
-0.012193126,-0.005695688,0.003574992,-0.01941511,0.015643833,0
-0.008331251,-0.005633336,0.007618725,-0.018875701,0.07438953,0
0.015561861,-0.022851382,0.018100328,-0.00446692,0.035576351,0
0.003604222,-0.013460887,0.006281191,-0.020437223,-0.000240731,0
0.038356164,-0.001282599,0.061067367,-0.004269294,0.974846821,0
-0.023973727,0.004287599,0.000168265,-0.024374231,-0.518184137,1
0.008619968,0.005131225,0.010565152,-0.008963079,-0.018212468,1
-0.028641975,0.00813143,0.004425532,-0.032464338,0.103125161,1
0.01529052,0.025165226,0.03218217,-0.002922078,0.42124845,1
0.002459016,-0.006838163,0.007579502,-0.005691057,-0.514697625,0
0.013285024,0.015535568,0.018945834,-0.009055118,1.169491437,1
0.016787732,-0.015494636,0.019998381,-0.003638089,-0.406636093,0
-0.001581028,0.004127639,0.007177033,-0.020930233,0.263851271,1
0.004713276,0.007917656,0.017259206,-0.007064669,0.001845148,1
0.012421875,0.000781861,0.014800313,-0.004837967,-0.01960057,1
-0.012665071,-0.000771664,0.001959248,-0.015629812,-0.240417982,0
0.016830295,0.003832616,0.020647583,-0.003816794,0.297063117,1
-0.003370614,0.000306513,0.007121845,-0.011998785,0.061508974,1
-0.003752932,-0.016910069,0.006477093,-0.012248062,-0.116781583,0
0.02803448,0.010594883,0.030595562,-0.006752701,0.340552717,1
0.005405405,0.006194289,0.016856492,-0.019260344,-0.094574236,1
0.019345238,0.003584229,0.024528866,-0.005372441,-0.079918432,1
0.024990945,0.007664234,0.025139462,-0.011180992,0.393648234,1
0.002756184,0,0.027443881,-0.004629954,-0.251582928,0
-0.003521127,0.000775248,0.015064562,-0.009034246,-0.167162777,1
-0.012494645,-0.010176678,0.005890909,-0.019078014,0.385080418,0
0.004483656,-0.000216904,0.007982583,-0.009555048,-0.211028629,0
0.002577873,0.005399568,0.020332313,-0.000642398,-0.069675967,1
-0.006140226,0.000357117,0.004329004,-0.010871882,-0.19484332,1
-0.006874096,-0.007183908,0.007635269,-0.009025271,0.101973304,0
-0.042518519,-0.016393443,0.004507305,-0.046755162,1.83376507,0
0.031764706,-0.013615968,0.031764706,-0.004464961,-0.412290032,0
0.003449069,-0.008209806,0.014097599,-0.006676783,-0.423123701,0
0.011068409,-0.006263367,0.015125791,-0.016449828,0.082958153,0
0.026192279,0.00425726,0.026891902,-0.002648617,0.41136116,1
-0.007941176,0.003245795,0.009049435,-0.009761468,-0.499789798,1
0.009889299,0.004298844,0.009889299,-0.004944735,0.416717936,1
-0.013677589,-0.000876937,0.021590909,-0.013677589,-0.187402338,0
0.016834264,-0.004449388,0.016834264,-0.008785942,0.282097408,0
0.003970588,-0.00373599,0.013961087,-0.009718596,-0.294235429,0
-0.020953493,0.00314926,0.005624297,-0.025577678,0.15692861,1
0.005183683,-0.00738255,0.012102874,-0.011086475,-0.240126166,0
-0.02406015,-0.005979073,0.002316602,-0.03098171,0.592174482,0
0.022804314,0,0.022804314,-0.013450249,-0.145185414,0
-0.008947368,0.001807773,0.008492731,-0.009617552,-0.255919011,1
0.018505559,-0.024277369,0.038943528,-0.005013293,0.738196637,0
-0.001901141,0.003893427,0.01744186,-0.01055409,-0.227463555,1
-0.016090226,0.013333333,0.004297774,-0.019775281,-0.071885738,1
0.012900763,0.001069846,0.020692308,-0.006290721,0.306382776,1
0.001770593,-0.021026453,0.010796955,-0.008533333,-0.001837192,0
-0.005343511,0.006685622,0.004238921,-0.006329597,-0.462206283,1
-0.020618557,-0.002455871,0.004973553,-0.020618557,1.205062519,0
0.006441477,0,0.015777373,-0.002957198,-0.490927196,0
0,0.006868561,0.0078125,-0.002937085,-0.128082059,1
-0.013023256,0,0.002361833,-0.021217712,0.328137875,0
-0.023676989,0.001806472,0.002253521,-0.028627145,0.410789788,1
0.024370755,0.00497872,0.030380968,-0.00233463,-0.047127732,1
0.014272344,0.000156006,0.021763042,-0.005733945,-0.083334626,1
0.003816794,0.007304883,0.009519423,-0.008669431,-0.091718705,1
-0.00418251,0,0.010572619,-0.006976568,-0.381344761,0
-0.026389503,0.035967927,0.002809202,-0.028823529,1.509268462,1
0.007535795,0.004694125,0.014031096,-0.003577284,-0.328570443,1
0.000672143,0.001495886,0.001120741,-0.013691572,-0.014729541,1
-0.001635688,0.003806254,0.005466118,-0.007392076,-0.256304655,1
-0.017409987,0.005212988,0.000905592,-0.017409987,0.16441414,1
0.003995778,7.54E-05,0.007947321,-0.002397183,-0.455316831,1
0.002159345,0.008485395,0.004402985,-0.014930835,1.781165859,1
-0.009552239,-0.004383684,0.005454545,-0.016014235,-0.247193303,0
0.00202855,0.002863171,0.008926545,-0.003586104,-0.26449758,1
0.00612855,0.003224113,0.014621646,-0.00487877,0.133946971,1
-0.000742666,0.00022285,0.006508079,-0.00701107,0.031114391,1
-0.012224033,0.003195838,0.002481203,-0.012224033,-0.302208953,1
-0.003147954,0.000675017,0.003773585,-0.008128869,0.030523601,1
0.003759398,0,0.007015162,-0.001495886,0.156527358,0
0.007518797,-0.003745318,0.009036145,-0.011507819,0.349180559,0
7.48E-05,-0.00261194,0.005642916,-0.004394786,-0.389949022,0
-0.032990927,-0.002169684,0.007184693,-0.03803983,1.209019623,0
0.003117693,-0.005195007,0.023703468,-0.006791171,-0.172390408,0
0.015616502,7.77E-05,0.015616502,0,-0.262060842,1
0.007663422,-0.001759486,0.013566638,-0.006122449,-0.105362389,0
-0.00909022,0.003954673,0.007005389,-0.01498494,-0.263927856,1
-0.023353752,-0.001605382,0.012301587,-0.023353752,1.272546833,0
-0.003530796,-0.000784006,0.014376997,-0.015045758,-0.454252799,0
-0.002532447,-0.00503937,0.009288917,-0.005915293,-0.012101942,0
0.003829322,0.015233259,0.012373897,-0.000933344,0.377784787,1
-0.002645914,0.000389257,0.005176471,-0.004195804,-0.413262439,1
0.022083496,-7.80E-05,0.023201312,-0.001676829,0.799845715,0
-0.009713895,0.006031455,0.002227343,-0.01872462,-0.352187129,1
0.007545427,-0.004674688,0.010501931,-0.001678364,-0.261454808,0
-0.012116564,-0.003515207,0.00640625,-0.015513947,0.515574319,0
-0.009457364,0.001397299,0.003770621,-0.011143786,-0.11828651,1
0.007310624,0.006260761,0.010296412,-0.005375518,0.268857638,1
-0.010674244,0.005404571,0.009639498,-0.011281658,0.227454362,1
0.009768199,0.001241947,0.010865347,-0.000613826,0.250049476,1
0.003371648,0.001919386,0.005297505,-0.014896178,-0.067628433,1
-0.00870229,0.000458225,0.005263973,-0.013596658,-0.446617397,1
-0.006923077,0.001078084,0.00155159,-0.009057415,0.000736411,1
0.005019608,-0.012393493,0.009055831,-0.010501931,0.201643441,0
0.002024291,0.002341189,0.002336449,-0.00709767,-0.470025006,1
-0.008206875,0.003574204,0.003210901,-0.008437186,0.321854576,1
0.00039032,0,0.006835324,-0.001324813,-0.079019495,0
0.000155063,0.006476785,0.001397299,-0.009596929,0.943090476,1
0.028018576,0.001550388,0.032975579,-0.003227017,0.730606014,1
7.52E-05,0.001355218,0.00612708,-0.008276171,-0.426448623,1
0.000606061,-0.007593414,0.019214446,-0.010636704,0.572090591,0
-0.007978723,-0.003634161,0.007252527,-0.011509048,-0.332542048,0
-0.006153846,-0.004212945,0.005291005,-0.00806142,0.267118402,0
-0.001003861,0.002321981,0.002868217,-0.012970169,-0.139153098,1
-0.000775254,-0.002937312,0.006559938,-0.006704686,-0.275330643,0
0.01372093,0.000853441,0.019649123,-0.003277439,0.579028689,1
0.023908046,-0.002064694,0.023908046,-0.003207758,0.681846648,0
0.040220468,0.004789702,0.040297952,-0.002428571,0.154402541,1
-0.010992148,0.003150508,0.00260492,-0.015069662,-0.598676319,1
0.016166282,0,0.016239625,-0.014074645,0.179411573,0
-0.000994318,0,0.009763101,-0.00943662,-0.380895187,0
-0.019184483,0.004265605,0.001807664,-0.022919605,0.02145722,1
-0.021273568,0.014435222,0.005555556,-0.022038959,0.128362451,1
-0.028424908,-0.007705728,0.004620862,-0.028424908,0.749303139,0
0.005420261,-0.012290756,0.014950678,-0.007311374,-0.121276951,0
-0.042574182,0.000531511,0.00928,-0.042574182,0.61509727,1
0,-0.100031706,0,0,-0.596959628,0
0.050458716,-0.039985908,0.050458716,-0.045833333,3.236567863,0
0.013891286,0.012227074,0.029886065,-0.019115192,-0.452583306,1
0.001260504,0.012679772,0.02186964,-0.006586627,-0.211511306,1
0.01115304,0.000839278,0.025252955,-0.002894236,-0.086233612,1
0.013640167,-0.008956709,0.02150447,-0.009809532,-0.207913864,0
0.030045398,0.000165112,0.030045398,-0.005657371,0.107704303,1
-8.03E-05,-0.002323904,0.014009937,-0.006067864,-0.287501068,0
-0.005925689,0.003132782,0.006241388,-0.019895784,0.020072753,1
-0.006199678,0.000483325,0.008003267,-0.019462981,-0.0498746,1
0.009092385,-0.00202544,0.014031653,0,0.403313713,0
-0.003311793,-0.004022526,0.00308918,-0.007320998,-0.459514043,0
0.017935046,0.00316071,0.027062276,-0.009278188,1.459678234,1
0.02480315,0.007936508,0.025691544,-0.003293,0.056956608,1
0,-0.001152516,0.007595722,-0.009146341,-0.380157831,0
-0.017774343,-0.004615385,0.003157064,-0.017774343,0.135771343,0
0.00400641,-0.018095987,0.011626029,-0.013385827,0.021358144,0
0.002180409,-0.011731844,0.008943089,-0.018351527,-0.109939202,0
0.012019231,0.005640612,0.014457831,-0.011350294,0.100631251,1
-0.027419355,-0.01821061,0.013445378,-0.0276546,0.552668084,0
0.021232306,-0.004145937,0.025501672,-0.007686084,-0.262805591,0
0.00541633,0.008560946,0.00541633,-0.011995551,-0.144165413,1
0.010241935,-0.002974994,0.010241935,-0.005241007,-0.144411774,0
0.0525484,0.010217929,0.057142857,-0.012455516,1.862806529,1
-0.014621212,-0.009009009,0.000538462,-0.035661329,-0.484356077,0
-0.01328125,-0.015914508,0.002062837,-0.015204678,-0.1615488,0
0.034996041,0,0.035816165,-0.006913318,0.270838019,0
-0.019622642,0.013616891,0.003088803,-0.021837349,-0.39622939,1
-0.006620429,-0.023248653,0.00143016,-0.016157989,0.346550484,0
0.021666667,-0.047921295,0.031292059,-0.020923175,0.388771472,0
-0.048599671,-0.009787928,0.009527139,-0.056372549,0.055160208,0
-0.018689956,-0.008658009,0.034813041,-0.044395305,-0.04662356,0
-0.049558304,0.00747597,0.008435655,-0.072260067,0.145739135,1
-0.034877127,-0.016637234,0.035283382,-0.045700935,0.487793721,0
0.040164877,0.021643326,0.041262835,-0.01048696,-0.298545117,1
0.004903846,-0.04156299,0.014266304,-0.018685446,-0.222238807,0
0.01839746,0.024590948,0.028385515,-0.007644008,0.085595479,1
0.00795756,0.037138927,0.019313305,-0.008350731,-0.131579317,1
0.008054523,-0.008947368,0.017783735,-0.02072227,-0.325301399,0
0.001816609,0.015014488,0.001816609,-0.016893039,0.12755686,1
0.003634107,-0.02581815,0.013697404,-0.006928609,-0.125847899,0
0.00173913,0.0156319,0.00999474,-0.01192212,-0.084108335,1
-0.00862069,0.006944444,0.004893394,-0.017010001,-0.066457644,1
0.027982456,-0.008695652,0.032329105,0,0.088470128,0
-0.001529312,0.004351907,0.006164384,-0.016322089,-0.082130346,1
0.029353234,0.026208305,0.029353234,-0.003531867,0.675210175,1
0.00918318,0,0.014988252,-0.005635368,-0.317060086,0
-0.013185946,0.010935504,0.016014958,-0.020532915,-0.210496485,1
0.012321972,0,0.018679549,-0.017701863,0.252934583,0
-0.001198562,-0.010828328,0.006441224,-0.015903007,-0.265886279,0
0.014532817,0.01288,0.025958466,-0.003336437,0.332459263,1
-0.004358994,0.000155703,0.005502712,-0.018191587,-0.162635714,1
-0.00716479,-0.007036197,0.004620778,-0.013302034,0.155166383,0
0.012974758,0.008485329,0.016411551,-0.006784888,0.246778289,1
-0.004695197,0.008539047,0.003336437,-0.008966891,-0.436805263,1
-0.012570269,-0.009512025,0.011112888,-0.019232261,0.554785608,0
0.029713924,0.000553491,0.038909265,-0.005267578,0.294179755,1
-0.000838415,0.006907137,0.002217125,-0.023901713,-0.198003647,1
0.001219141,0.001144252,0.015691428,-0.014179608,-0.213698733,1
0.001433854,0.008447489,0.01779414,-0.006885197,-0.050025934,1
0.022058824,0.024868124,0.033380418,-0.015720153,1.640691092,1
-0.025179856,0,0.01119403,-0.033178737,-0.306438388,0
0.00199262,0,0.013057753,-0.024640805,-0.216532114,0
0.027583643,-0.009354055,0.031571876,-0.006040992,0.097987675,0
0.025509467,0.001230012,0.033049429,-0.000633803,0.107219821,1
0.001752541,0.005214573,0.013978571,-0.017869416,-0.12481922,1
-0.009565703,0.002239328,0.006028369,-0.022398346,-0.026501745,1
0.013475177,-0.005992245,0.014266449,-0.006189582,-0.358816823,0
0.021693492,0,0.026001405,-0.00143629,0.293094932,0
0.002741604,-0.000684932,0.013157895,-0.004761905,-0.217657245,0
-0.015457627,0.008202324,0.007912271,-0.018717481,0.045770866,1
0.042689655,-0.001514943,0.045573997,-0.008330054,0.548828465,0
-0.012456793,0.014154375,0.006982776,-0.013486221,-0.290599252,1
