OPEN-CLOSE,0PEN-EXCLOSE,HIGH-LOW,CLOSE-LOW,PRE-V,Y
-0.010819672,0.007132479,0.002258986,-0.013923389,-0.034525739,1
-0.001185302,0.006695393,0.004303781,-0.012049762,0.002992747,1
-0.043181215,-0.006065401,0.004176819,-0.043308131,1.243865623,0
0.020970766,-0.001663778,0.042026931,-0.002510176,-0.364945271,0
0.00530504,0,0.011358194,-0.008784871,-0.322060273,0
-0.011229874,6.77E-05,0.003294893,-0.01509434,-0.116013299,1
6.84E-05,-6.84E-05,0.011487889,-0.012565869,0.015216185,0
0.022068966,-0.007936508,0.02326866,-0.002624672,0.1014482,0
0.056843929,0.012550607,0.056843929,-0.009926333,1.192443189,1
0.002399141,-0.001261114,0.004746235,-0.029819737,-0.185158896,0
-0.016287455,0.013163696,0.009956599,-0.021760633,-0.133157971,1
0.005188888,-0.001327098,0.011783439,-0.007063383,-0.460679936,0
0.006159261,0.001636764,0.015799492,-0.003671894,0.172691794,1
0.006959248,-0.003685427,0.008223478,-0.026311003,0.3921706,0
0.012641674,-0.000186788,0.022640086,-0.002392638,-0.276035605,0
-0.000676299,0.000245987,0.009063819,-0.007571132,-0.072232325,1
-0.010692213,-0.004552725,0.013421969,-0.016406538,0.334356875,0
0.02866242,-0.019179109,0.034593209,-0.002347418,-0.11523556,0
-0.012578616,-0.015479876,0.003194888,-0.024117355,0.508533738,0
0.003691916,0.000636943,0.008184143,-0.009920884,-0.023938848,1
-0.008775277,-0.002663623,0.012865497,-0.010285714,-0.105539029,0
0.011238825,0.004618938,0.015388561,-0.001387312,-0.141694239,1
0.044605678,0.000884062,0.045067222,-0.005585586,0.940087222,1
-0.006097561,-0.009482394,0.01242236,-0.006097561,-0.441094701,0
0.030552147,0,0.036401777,-0.002494062,0.226584748,0
0.001187578,0.002559829,0.009640719,-0.015703444,-0.291487798,1
0.005341816,-0.011861693,0.010253317,-0.005934718,0.063568564,0
0.015307939,0.006208955,0.015548961,-0.003203821,-0.050206066,1
0.063464236,0,0.063464236,-0.016855754,0.431389483,0
0.052722222,-0.010880317,0.053424505,-0.014817511,0.283469086,0
-0.006684562,0.002638662,0.034082192,-0.009343832,-0.116693897,1
0.02177945,-5.30E-05,0.039124811,-0.01622449,0.065784222,0
0.047255939,-0.000207447,0.06079235,-0.021755984,0.169533327,0
0.009230769,-0.001931745,0.021909548,-0.011856171,-0.238962175,0
0.001622499,0.000147522,0.01101737,-0.007985976,0.009988951,1
0.019704433,-0.003534263,0.030876494,-0.02266289,0.136270801,0
0.05410628,0,0.05410628,-0.030222222,0.45705505,0
0.011910215,0.000458295,0.041833703,-0.019660054,-0.10244125,1
0.02260274,-0.008601177,0.029181985,-0.009070796,-0.152787686,0
-0.087963801,-0.013172583,0,-0.088170097,0.898673662,0
0.053282051,-0.03254614,0.053282051,-0.020553171,-0.249342177,0
-0.018588808,0.000535566,0.05586095,-0.032709832,-0.163958872,1
0.02278607,-0.003371678,0.034104628,-0.015892772,-0.282334666,0
0.022766218,-0.006469501,0.030332922,-0.01864988,-0.11702044,0
0.013362277,-0.007659167,0.021741245,-0.008636149,-0.054335627,0
-0.031778846,-0.009853858,0.017121212,-0.036180905,0.527378086,0
0.00349083,0.00993098,0.013355841,-0.013056093,-0.392314979,1
0.039389966,0.008770211,0.045585577,-0.013552134,0.560794327,1
0.002939118,0.001635514,0.028563227,-0.002320401,-0.21621235,1
0.010841121,-0.004558564,0.015586854,-0.00793396,-0.159733744,0
0.004572537,0.000878328,0.015027067,-0.015881634,0.035904686,1
-0.002108351,0.003126437,0.011710037,-0.010048652,-0.232023727,1
-0.007816092,-0.001010472,0.008411215,-0.018198362,0.026383194,0
0.008719852,-0.000926784,0.021032864,-0.001285819,-0.097001968,0
-0.029703881,0,0.006486693,-0.034410177,0.730172672,0
-0.013047619,-0.004833665,0.020080717,-0.026948357,-0.110845581,0
-0.006368812,0,0.014782694,-0.014075067,-0.333227729,0
0.009661836,0.00514713,0.009661836,-0.020389032,0.305815028,1
-0.006973836,-0.005167464,0.016893223,-0.016247379,-0.279262349,0
-0.005288462,0.007410278,0.006812652,-0.014761905,-0.316449376,1
0.031992244,-0.002899952,0.03239259,-0.001875293,0.982915348,0
0.025594406,0.007515265,0.025594406,-0.009054054,0.289957637,1
0.002636483,0,0.011232349,-0.010896861,-0.395911866,0
0.007846873,-0.000453371,0.022690661,-0.016640113,0.252602662,0
-0.016181818,-0.00990099,0.002037037,-0.020278834,-0.224620817,0
-0.007272727,0.016447976,0.009055627,-0.011675265,-0.149199327,1
0.022820256,0.007234432,0.026506684,-0.005744587,0.471672207,1
0.042477876,0.004444444,0.042524005,-0.004857445,0.233053446,1
0.00531011,-0.000848896,0.019164513,-0.013423938,-0.08189394,0
-0.003766006,0.009845764,0.030025093,-0.003766006,-0.185467379,1
0.019154166,-0.008820565,0.031303602,-0.017806093,0.532828389,0
-0.008264463,0.006237006,0,-0.027158492,-0.035224696,1
-0.005221492,-0.0105,0.013470613,-0.014845705,-0.047020256,0
-0.00085034,-0.004402303,0.005132592,-0.01993494,-0.347455712,0
0.013763806,0.001702128,0.014668991,-0.017942387,0.404240797,1
-0.016153846,-0.019443513,0.01745702,-0.016153846,0.345398555,0
-0.010725965,-0.003778994,0.007952021,-0.028100236,-0.363133929,0
-0.022937395,0.001101856,0.019898897,-0.0323523,0.511618062,1
-0.008272017,-0.014058487,0.00462963,-0.016586604,-0.364126188,0
0.014545455,0.013824885,0.014729951,-0.011339476,0.019730381,1
0.0290359,-0.007840502,0.034971387,0,-0.115918995,0
0.004365287,0.005265929,0.026318137,-0.005876253,0.013634521,1
0.001434783,-0.000347705,0.010219298,-0.004624028,-0.419905346,0
-0.020455924,0.001780055,0.004533333,-0.026573065,0.533145017,1
0.00265694,-0.017520573,0.01713111,-0.014823009,0.235611287,0
0.030855603,0,0.039398605,0,-0.166036594,0
-0.013596491,-0.006622517,0.001915623,-0.020257025,-0.314855619,0
0.001977884,-0.010849266,0.004054054,-0.017065749,-0.071926929,0
0.01255771,-0.028263795,0.032288431,-0.009797282,1.082430488,0
-0.008162142,-0.005653839,0.001945525,-0.022902832,-0.350058579,0
0.000875536,0.003282478,0.003836022,-0.010207802,-0.312461809,1
0.008198223,0.005248619,0.009770642,-0.012205519,0.356630554,1
-0.010225225,0.00849498,0.00438817,-0.013779174,-0.346708682,1
0,0.005779821,0.00408905,-0.017777778,0.627962014,1
0.011422222,0.018099548,0.019167898,-0.008625572,0.286999051,1
0.055676856,0.006283781,0.055676856,-0.001074336,0.553394852,1
0.002150982,0,0.014361079,-0.009525756,-0.470321084,0
-0.009884611,-0.001981261,0.005122177,-0.020177629,0.065632798,0
-0.002505115,0.000459482,0.002391541,-0.006611227,-0.389930893,1
-0.008455421,-4.19E-05,0.006971603,-0.016360767,0.059027747,0
-0.015916667,0.013171226,0.006734868,-0.022433775,0.038383548,1
0.021101695,-0.000762131,0.025446809,-8.30E-05,0.464292398,0
0.00327828,0,0.008677876,-0.007919573,-0.23830454,0
-0.00107438,0.000951317,0.021379077,-0.005144245,0.097310271,1
-0.017276465,-0.003929842,0.00139653,-0.023158851,-0.105660302,0
0.011347826,-0.028018425,0.04309417,-0.008440257,0.189387688,0
0.002102914,0.001719617,0.012136974,-0.007860633,-0.10608125,1
0.021191489,0.006423983,0.028103847,-0.008347107,0.193914436,1
0.046901173,-0.004917076,0.048261982,-0.014855972,1.047452009,0
-0.010528447,-0.0122,0.004439512,-0.0226,-0.315012857,0
-0.005544987,0.011131574,0.004907975,-0.021310496,-0.343033112,1
0.009270455,0.00976801,0.019959267,0,0.050935254,1
0.010989011,-0.000599042,0.018928715,0,-0.214229125,0
0.013359897,0.011818182,0.021098209,-0.001693285,0.459962441,1
-0.002884061,0.002467137,0.016663399,-0.007274119,-0.203094523,1
0.034482759,0.006556113,0.036070606,0,0.364628055,1
0.007608776,0.002740741,0.020767072,-0.020994079,0.081426577,1
-0.006649427,-0.007697947,0.002049562,-0.036200717,0.021480987,0
-0.004648568,0,0.01,-0.014144167,-0.226621846,0
0,-0.00990099,0.027131783,-0.008864121,0.069221254,0
